Teks,Prediksi Sentimen
aplikasi transaksi bank sebentar habis sesuai atur atur jam atur instal uninstal,Negatif
login susah nya ampun dikit update asa biru mah enak pakai nya login gampang susah banget tolong baik update ubah pakai mbanking tuh cepat mudah sulit terima kasih,Negatif
aplikasi jelek buka sinyal wifi data seluler bagus tolong cepat baik,Negatif
pas transaksi pasuk nomor pin nomor pin nya ketik,Negatif
helloooooooo livin nih kenapaaa transfer top up bayar baik sistem update update suruh sistem masalah,Negatif
apk nya update mulu lot nya allahu gagal transaksi mohon baik kerja nya,Negatif
intip pulsa login transaksi cepat bisaselalu force quit baharu paksa lancar ajadiperbaharui sih,Negatif
gimanasi suruh riset password riset password suruh riset password buka praktis repot pis,Negatif
livin logo kuning menu ganti kartu debit livin logo biru tolong kembali menu ganti kartu debit livin logo kuning bantu negeri,Negatif
top ribet orang nyaman pakai layan bank,Negatif
custumer servis susah hubungitelfon pulsa habis sibuk terusgimana komplain baik custumer sibuk custumernyaiya kantor cabang custumer,Negatif
aplikasi bagus simple praktis modern sayang boros baterai hp aplikasi jalan latar rasa baterai cepat habis peringkat puncak apk boros apk hp kayak instagram ecommerce game sot nya menit tolong baik kurang,Negatif
aplikasi livin kirim uang masuk terima potong saldo pas lanjut bulan selesai notifikasi share screen hapus aplikasi atur default setting atur asli pabrik ngepaksain aplikasi berhentiin rusak mode tindak hubung email hubung balas mandiri wa balas,Negatif
jujur setia layan ussd sayang alih tinggal daerah kondisi signal internet stabil lose signal mohon alih layak bank daerah orang akses menu transaksi transfer info dk info saldo layan ussd aplikasi mbanking jenis kondisi era aplikasi livin by mandiri bagus tks,Negatif
estetment nya lambat update kece rekening korang nya masalah butuh tolong baik cepat tangan,Negatif
ya aplikasi hari masuk mulu loadingnya banget terang hasil hubung pada pagi tunggu buka aplikasi tolong tindak lanjut,Negatif
aplikasi sih bayar online serba bayar shopeetokpedisi saldo dana mending livin simple bayar kendala,Negatif
update aplikasi sumpah lelet lot iklan berita mesti pakai ribet efek biasa warna warni eyelook bagus livin biru sorry kecewa,Negatif
kasih bintang dulusoalnya ribet bayar multipaymant kayak biru komplit menu nya mudah cari menu inginkantolong diperbaikiterima kasih,Negatif
susah login nih aplikasi ubah password mulu,Negatif
mngalami ganggu verifikasi wajah coba gagal update aplikasi livin sistem operasi handphone mendukungini serius wadduh mudah susah,Negatif
daftar livin mandiritapi login kartu debit ya solusi masuk aplikasi livin digit no kartu,Negatif
min baru transaksi transfer ribet transfer gagal tulis mohon atur atur jam tanggal ponsel otomatis atur atur jam tanggal otomatis beda negeri mohon perhati tim developer aplikasi kalo ubah nilai terimakasih,Negatif
ribet upgrade kali ram guna sesuai diupgrade kapasitas ram guna limited cek upgrade upgrade bise pakai livin nya,Negatif
setor tunai ya setor tunai login aplikasi livin aplikasi buka setor tunai ganti kartu atm aplikasi kartu sudag gagal aktivasi,Negatif
aplikasi aneh buka rekening setor tunai aplikasi eror pas hapus data login tombol login tombol milik rekening mandiri tombol kartu debitkredit mandiri bingung terima kartu debit bikin lapor aneh rugi aplikasi,Negatif
install pasword hasil simpan pin ulang habis pulsa konfirmasi sms bekitu buat pin deh ya,Negatif
saran mending nyentuh apk sesal banget download apk sumpah transfer batas minimum saldo minimum banget,Negatif
aplikasi buka scroll sosmed apa suka buka aplikasi livin nya menu login close buka terus back ya aplikasi takut retas orang kalo engah langsung login langsung buka menu login,Negatif
ya masuk living masuk aplikasi scan wajah bosan masuk kartu atmnya tolong aplikasi baik,Negatif
gagal top up akun ewalletterus bug benerin set up jam otomatispadahal set otomatis gagal nge restart hp,Negatif
transfer top up livin dana kadang gagal tolong baik,Positif
masuk data verifikasi susah banding mash versi lamatolong baik baik,Negatif
ganggu mulu intermitten kadang buka kadang suka freeze tiba performance nya perhati ui bagus bad ux performance nya mohon tingkat,Negatif
login gampang swaktu ganti hp bikin aplikasi tunjuk saat kenal wajah gagal suruh wajah hadap kamera suruh kedip mandiri kenal wajah ulang kali gagal gagal sih pakai livin diri nya,Negatif
habis verifikasi wajah suruh ganti password kali,Negatif
apknya keren banget mudah ui simpel mewah coba buka rekening tanggal nov online livin mandiri proses mudah cepat biaya adm setor kartu debit langsung proses kirim alamat kartu debit terimakasih bank mandiri moga sukses,Negatif
livin mandiri minggu akses sih cabang dekat ubah butuh beli tiket timnas indonesia tolong cepat baik,Negatif
mendownload aplikasi langsung kecewa aplikasi bayar qris uang potong masuk bayar nya penjualalih cepat lambat sla selesai kerja cust service membantupelayanannya memuaskantidak sikap ramah customer,Negatif
livin bagus banget lelet loudingnya buka banget,Negatif
nih donlod aplikasi buka untung aplikasi warna biru hapus aplikasi warna biru buka aplikasi mandiri beda aplikasi bank jelas utama,Negatif
tepat tanggal mei transaksi livin bangking mudah transaksi sulit tolong aplikasi sempurna terimakasih,Negatif
suka livin tolong livin kode otp nya kirim masuk aplikasi nya,Negatif
buruk banget aplikasi nya tolong perbaruimau masuk loading muter susah ampun,Negatif
asli heran kualitas aplikasi mandiri bagus kemarin logo biru paksa pindah pakai logo kuning kecewa sulit guna gagal transfer apa buru nasabah download aplikasi kecewa tolong ya mandiri baca,Negatif
ya search kontak kadang fungsi padah noner rekeningbygbfi search simpan pakai transfer suka aplikasi lm,Negatif
coba download kali habis pulsa sms gagal tahap perintah rubah pin stak tanggal call center perintah uninstal ulang hasil mudah livin biru proses ulang sayang kalo rubah kuning maxsimal aplikasi sulit transaksi,Negatif
aneh masuk ketranganya ulang pulsa habis livinsudah bantu cs mandiri bisaselalu akhir buat ketranganya hasil sila ulang lagiauto uninstal,Negatif
ada hapus daftar riwayat transfer uang rekening orang akun livin mandiri coba cabang bank mandiri alias gagal hapus daftar riwayat transfer uang rekening orang,Negatif
log sih livin sngat kecewa pakai bolak bank baik emai hubung call center hasil coba zonk ribek kalo pakai atm doang nyaman berthun pakai livin,Negatif
maintenance jam darurat malam banking mudah lasa atm malam atm,Negatif
aplikasi error transaksi setting jam dll disetting pakai kasir malu banget sumpah kalo gua kasih bintang mah gua kasih update aplikasi mulu bulan update wajib updatenya orang pakai hp spek internal lega,Negatif
setipa kali verifikasi wajah lost connection info jaring bagus sajamasa mesti capek loh bolak i register ribet apl livin biru user transaksi ibanking tolong baik kendala user ganggu register super ribet,Negatif
sumpah stres reinstall livin mandiri aplikasi no kartu debit posisi terima kartu fisik proses login susah guna,Negatif
hasil daftar email login app tunggu kartu debit telpon cabang dekat loginnya aneh kartu debit kabar kartu debit coba cabang langsung nomor antri orang urus dana perintah cabang harap daftar online mudah kerja mudah mandiri bayar kuliah mudah mudah pindah sih orange,Negatif
paksa pindah livin biru livin kuning un install aplikasi nya livin bank lomba lomba layan baik merosot saldo minimum nya naik kacaww,Negatif
syukur aplikasi livin kirim dana gampang pinjam aplikasi,Negatif
sih dekat aplikasi nya gagal buka tolong baik nasabah kecewa kalo kayak,Negatif
aplikasi tf suruh cek atur tanggal n jam lho pakai sih,Negatif
kartu dekat expired kendala transfer top up minggu bank mandiri urus ganti kartu keluh aplikasi livin ganti kartu aplikasi normal selang minggu livin masalah minggu transfer top up uninstall install ulang hasil setting jam hp otomatis kalo baik sistem,Negatif
apa livin nih top up susah alas otomatis top up capai limit kalo ganggu alas lain hp auto gps jaring sim setting,Negatif
transaksi lancar kurang simpan no rekening mutasi uang masuk terang jam nya mudah baik,Negatif
akhir living buka coba baik aplikasi nya buka parah aplikasi nya,Negatif
jujur suka aplikasi smenjak suruh update beranta repot isi pulsa kirim sms premium nya sms nya kirim pulsa potong verifikasi habis pikir sih aplikasi bagus mudah paham ribet masuk livin mandiri depan,Negatif
bikin rekening mandiri via aplikasi livin proses nya tulis nya aplikasi proses mohon bantu nya,Negatif
ya livin buka muncul baik tolong min lapor bank hasil hhuu,Negatif
aplikasi bagus terpasa unistall makan daya batrai hasil kece makan daya batrai mah jalan latar moga depan optimal,Negatif
tolong aplikasi buka ya pop up pasti akun aman mati share screen masuk apa,Negatif
pakai sekaliselalu muncul atur jam otomatis otomatis ubah manual,Negatif
transfer uang nominal lumayan ketrima sebal hapus akun kendala proses banget bolak bank telepon cs spt hasil hasil suruh pakai atm kira atm tuh rumah enteng banget mulut niat sih,Negatif
nih livin sekiankalinya update tombol kali close habis transfer fungsi tombol intip saldo guna update,Negatif
livin mandiri kesini parah ribet banget daftar hp otp kirim layan sedia minggu solusi nih woi benerin nih apk sulit nih transaksi,Negatif
ribet kali sistem nya daftar hasil devosit ribu log lupa passowd langsung buka data nya guna email no hp lupa passwod asli buang uang gun aplikasi nyesal banget daftar online,Negatif
top up pln prabayar jam pagi pakai aplikasi jam tolong baik aplikasi mandiri nya bank aplikasi kalah aplikasi suka aplikasi mandiri aplikasi tampil jelek,Negatif
transaksi cepat hemat moga aman,Positif
diupdate bagus aplikasi lot bayar topup ewallet tulis hasil hubung loadingnya koneksi wifi lancar,Negatif
parah nih aplikasi nya update hapus chase digunakancoba install ulang hasil login sedot pulsa kuota ganggu bisnis,Negatif
baru kacau transaksi gagal mulu eror kesal tolong baik bug nya transaksi muncul atur tanggal otomatis atur otomatis jujur baru jelek banget nge bug,Negatif
fitur hilang ya livin biru fitur lihat history transaksi emoney fitur daftar estatement opsi log user id livin kuning,Negatif
membership fee credit card mandiri guna kena biaya,Negatif
aplikasi pakai penting ganggu hubung email arah respon transaksi sendat,Negatif
problem aplikasi livin transaksi samasekali bijak bikin kartu aktif kartu kadaluarsa bankyg tunggu antri ngandelin aplikasi livin transaksi ehhhh pakai uang tahan mbanking,Negatif
berkalikali error cek atur jam tanggal perangkat atur otomatis kali coba restart clear cache memory error sulit transaksi,Negatif
aplikasi mandiri transaksi qris gagal saldo sedot jadwal mainten saat situasi genting kadang eror telpon pulsa habis telpon angkat email mandiricare balas,Negatif
ya gagal akses loginterpaksa restart smartphone nya bisasungguh nyamanwaduh disconect disconect lagiibelum ubah,Negatif
apknya bagus kali transfer uang notif jam atur otomatis jam otomatis kalo jam nya eror whatsapp buka pakai whatsapp mohon baik,Negatif
untung banget nemu aplikasi aplikasi mudah buka rekening gampang bantu anak kos top up emoney cepat repot kantor cabang aplikasi,Negatif
full memory gara suruh update buka hapus aplikasi wa dll pilih pilih,Negatif
bagus aplikasi logo biru daftar transfer bayar logo biru otomatis masuk aplikasi update baru mengakomodir atas terima kasih baik bintang,Negatif
coba daftar,Negatif
aplikasi kalo ujung suruh kelayan bank center login verifikasi tambah selesai scan wajah selesaihedeehhh mohon kembang repot pergi bank biar aplikasi terimakasih,Negatif
akan sesal nasabah mandiri livin ubah kuning butuh penuh transfer top up emoney sebab aplikasi cenderung error mohon baik terima kasih,Negatif
saldo kosong transfer masuk transfer pemberitahuan nya mohon kerjasamanya,Negatif
sayang keluh transfer jam team developer jam setel otomatis masalah coba masuk atur setel aplikasi izin izin lokasi cari aplikasi livin pilih opsi izin aplikasi mati hidup perangkat moga bantu,Negatif
kecewa banget livin mandiri susah banget buka muncul jaga aman akun hapus share screenberbagi layar share screen setting ulang hp restart hp muncul ganggu aktivitas bayar online pakai mbanking muncul mohon bantu,Negatif
verifikasi wajah banget an pakai wifi data susah verifikasi nya beli pulsa kali kali sedih tuh mudah mohon baik apk nya ready pakai ya mending up,Negatif
qris nya otomatis lari kartu kredit opsi pilih nya langsung centang otomatis kartu kredit kalo teliti ganti pilih otomatis kartu kredit spt jebak kit pakai kartu kredit sih kalo nya update borossss memori,Negatif
nyam banget pakai mandiri aplikasi aneh transfer sumapah,Negatif
aplikasi bagus gampang digunain lengkap kalo daftar online kirim kartu lamaa banget proses kartu kurir ncs chat detail alamat rumah eh aplikasi tulis terima eruna saudara rumah tau eruna kartu debit tangan admin social media unhelpful,Negatif
aplikasi force close hp google pixel a reinstall,Negatif
ya aplikasi living eror pakai wifi transaksi muncul notifikasi atur jam atur jam otomatis os hpnya,Negatif
nya livin kasih hadiah poin iklas poin expired poin expired poin expired pas tuker hadiah itung itung thr kalo hadiah,Negatif
aplikasi livin mandiri buka sistem operasional handphone dukung livin mandiri perangkat resmi nya aman aman perangkat xiaomi mi ultra,Negatif
konfirmasi update ganggu saat urgent fokus manfaat aplikasi ulur urus update instruksi update pakai wifi kalo update nya wajib opsi kali update konsumen urgent bantu,Negatif
